-0.0037795,0.031027,-0.38822,1.4208,-0.78641,0.98424,0.75169,-1.1581,-0.55794,-0.65821,0.37726,-0.1825,0.54326,-2.8301,-0.13879,-1.5018,1.1379,-1.4696,0.48412,-0.56159,-0.80826,1.5152,0.020045,-0.35431,-1.3183,-0.74156,0.76197,1.4585,-2.7296,0.37013,0.13859,-2.8243,-0.14041,-2.1188,-0.85677,-1.3531,0.85645,-0.26494,-1.118,0.95184,0.39279,-1.9053,0.52896,-1.596,0.16224,-0.84642,-0.049708,0.6409,1.3447,0.6283,-0.84914,-0.78189,-0.68098,1.978,0.6248,-0.63822,0.93517,0.68824,0.78466,1.2307,0.14005,-0.63596,-0.5138,-0.32282,0.062451,-0.79753,0.58568,-0.40594,-1.4096,-0.40424,-0.6613,0.63447,0.8935,-0.61089,-0.97505,1.6867,0.079596,-0.61097,0.57117,0.1573,0.13849,-0.46106,-0.69257,1.7904,0.54968,-0.57066,-0.71234,-1.1894,-0.3172,1.5085,1.1693,-0.44117,1.3068,-0.78569,0.023555,-0.83586,-0.79442,1.2904,0.78461,0.48145,1.3475,0.27565,0.044216,1.3651,0.40396,-0.14508,0.26569,1.0156,-0.39631,0.46466,0.66909,-0.40583,-0.69348,-1.438,-1.344,0.62585,0.86148,0.32759,-0.56161,-0.45749,-0.51718,-1.4189,-2.2387,0.19871,-0.31153,0.90849,-0.20824,0.36948,-0.16285,0.67731,0.49126,-1.3515,-0.049562,-0.60292,-2.423,-0.41146,0.40311,-2.4045,-1.1275,-0.066443,-0.68371,-0.6681,-0.59663,-2.8337,0.1074,-0.77419,-0.47055,0.12382,-0.091146,-0.31661,-0.87645,-0.82957,0.014281,0.16371,-0.1517,-1.7306,-0.13287,-0.81053,1.1231,1.5817,-0.67536,0.91989,-0.019919,-0.18766,-2.8432,-0.45278,-0.6475,-0.54036,-1.2629,-0.055549,0.76072,0.50807,0.073208,-0.021661,0.13982,0.54882,-0.027989,0.87557,-0.052095,-0.51643,0.14669,-0.17375,-0.57104,0.45505,-1.1718,-0.7131,-0.5849,1.7215,0.56316,-1.5135,1.1615,-0.62419,-0.84155,-0.79758,1.8769,-2.0001,-0.19268,1.6386,-0.59015,-0.42054,-839.43
-0.036043,-1.1591,0.21971,-0.95231,-0.50804,0.067726,1.123,1.269,2.1828,0.17251,-1.5301,0.81101,-1.3537,-1.7061,-1.3305,1.3952,-0.40071,1.3167,0.32775,-1.8815,-0.82019,-1.7165,0.79123,-0.72281,-0.96252,-0.78672,1.5436,0.55663,-0.48869,-0.10052,-1.0239,-1.566,0.94091,-1.4929,-1.0039,0.71052,0.53437,1.6366,-0.17725,-0.36023,2.0852,-0.26426,-0.3305,-2.1492,-0.053655,-0.48422,0.15045,-1.0896,0.39562,0.17067,0.81655,-0.36208,0.99271,-0.92386,0.92208,-1.7151,1.78,-2.3199,-0.55422,1.8225,2.3702,0.38172,0.20446,0.25134,1.2093,0.74486,-0.67063,-0.27045,0.7519,0.99382,0.7529,0.18271,1.4854,-0.11291,-1.1384,0.33276,0.39372,-0.49349,1.592,-1.1133,-0.39398,-0.60184,0.4749,-0.5875,0.28914,-0.49421,0.23268,-1.8447,2.0849,0.28813,-1.466,1.0054,0.16918,-0.58273,0.46236,1.8945,-2.1684,-2.0874,0.057877,1.9935,0.22602,-0.21962,-0.22288,-0.91617,0.76875,-1.1539,-0.58926,-1.0372,0.20431,0.31877,-0.50992,1.3501,0.88878,-0.13105,0.059411,-2.7821,1.7663,-1.5572,0.68696,-0.45451,-1.0812,0.28816,1.8316,-0.26382,-0.92893,0.31685,-0.43488,0.0735,1.5497,0.72514,0.75884,0.089171,2.1308,1.205,0.31629,-1.403,-0.082032,1.4515,-1.6649,-0.23137,1.8494,-0.65812,-0.63675,-1.1621,-2.1784,-0.36029,-0.81208,-2.1317,1.2516,-0.43873,0.15007,0.28722,0.58554,0.53844,-1.1077,-0.5088,0.075606,-2.2706,0.95854,-0.95098,-0.21666,0.36041,1.8325,-1.798,-0.63768,0.86061,0.01997,-0.50234,-1.1479,-1.3571,0.40425,-0.3039,-1.0347,0.1117,0.90017,-0.8577,0.24477,1.2135,-0.075698,0.40069,-0.49907,1.0264,0.019102,0.99001,-0.17448,0.75407,0.039686,-0.71834,-0.25118,0.16946,0.17002,0.77773,-1.7571,1.1445,1.0117,-0.31249,0.40022,-1.0592,-0.45485,-0.34847,62.063
-0.4381,-0.73372,-0.089075,1.2201,-1.4085,0.97164,1.1336,-0.40629,-0.6422,0.14574,0.35792,-0.8746,0.30183,0.29343,-0.43503,-2.1509,-0.14903,1.0446,1.5379,1.3247,0.9522,-0.51002,-1.4352,0.0098436,0.17852,-0.33165,-1.8317,0.60837,-2.077,-0.45285,0.70298,-1.2538,2.3257,0.49654,0.24786,0.38301,0.23271,1.4128,0.98698,-1.3222,-1.5511,-1.7313,1.1175,-2.4783,-1.0504,-0.38619,-0.25459,0.93571,0.24342,1.5828,-1.3377,2.6014,0.7534,0.029483,0.45174,-0.012829,-0.70714,0.91274,-0.99314,0.52333,-0.30947,-0.23044,1.0395,3.195,-1.0088,-1.6762,-0.72108,1.445,2.213,-0.8713,0.76843,0.64689,-0.10769,-0.33271,0.81976,-0.23763,-0.63524,-0.1679,1.3665,1.1996,-0.75878,1.2832,-0.53866,-0.19532,-1.9027,-2.3534,-0.73394,-0.3976,-0.30137,1.697,2.2005,-0.87818,0.7767,0.56484,-0.91482,-0.1726,-0.55331,1.1907,1.1347,0.91692,1.3035,0.12675,2.0991,0.16857,-0.85907,-0.097889,0.90119,0.20094,0.56975,-0.27272,1.1364,-0.15843,-0.48465,-0.24739,1.1486,0.58752,-0.74276,-1.0942,-0.10809,0.66713,-0.29636,1.1928,-0.061393,-0.34854,-0.78335,-0.14299,0.80509,-0.80641,-0.39461,1.0103,1.1964,-1.1011,-1.58,0.30446,0.17668,0.50992,0.96037,-0.7793,0.74406,-0.73679,0.26672,2.0538,0.78415,0.0028703,-2.6362,-0.52542,-0.12383,0.93175,-0.32851,0.94569,0.54189,-0.42558,-0.23029,-0.16881,1.3741,-0.30689,-0.58281,0.69237,0.96939,0.87187,0.2031,0.11226,-0.11787,-0.82789,1.2775,0.20654,-0.97304,0.78624,-0.50296,-2.338,1.1809,-0.17743,-0.022344,-0.41386,-2.3302,0.96046,0.2725,-0.72873,-0.13403,0.17425,-1.648,-0.19209,0.92613,-0.64368,-1.2691,0.2307,0.30905,-1.0751,-1.883,0.063953,1.0357,-1.1292,-0.69191,-1.8944,-0.4276,0.33931,-0.72165,0.22623,0.26848,0.24492,115.99
-0.5728,-0.25101,-1.0524,0.37794,1.4693,-0.099663,2.4898,-0.041293,0.99387,-0.040381,1.4059,-0.19638,-0.42998,0.8969,-0.96977,-1.6035,-1.1642,0.76566,-0.40835,0.65641,-0.80327,-0.14456,0.6856,0.13712,-0.17285,-1.8746,0.62279,0.013628,0.1295,0.4709,3.4203,0.51736,-0.51333,0.65762,-0.23759,1.8279,0.47443,-2.0701,-1.2789,0.54951,0.37155,0.2868,-2.1819,0.18543,-0.91573,1.2062,0.3833,1.7872,-0.14868,1.9144,0.38942,1.8284,-1.6994,-1.2101,-0.64718,-3.4757,0.23669,2.3881,-0.41564,0.80054,-0.54455,0.40823,1.1073,-1.9115,-0.40718,-1.174,-0.99897,-0.1116,-1.054,-0.61205,0.74658,-0.33204,1.6926,0.80892,1.3092,-0.9873,-1.9216,1.1652,0.46942,0.37161,0.30687,-0.080278,-0.34523,-0.66028,0.37664,-0.75803,-0.83114,-0.56077,1.4599,-0.61532,0.23843,-1.9546,-1.5426,-1.1178,0.23885,1.4064,0.17694,0.22896,-0.017214,-0.87524,0.8127,-0.13199,-1.594,0.90306,1.1157,1.0542,-0.98457,0.16169,1.5482,2.7893,1.0683,-0.67101,-0.44782,0.48867,-0.44948,0.99538,-1.7885,1.1033,-0.61677,-0.44552,-0.6946,1.5131,-1.5025,0.30561,1.308,1.5476,0.41361,-0.61962,-0.89485,-1.6088,0.43351,-0.75762,0.20072,-0.5031,-0.44603,-1.4299,1.2043,-0.063441,1.2882,-0.8777,1.3629,0.93214,0.10998,0.38622,-1.0702,1.0664,-0.44193,-2.6988,-1.5892,1.5955,0.96715,1.6435,-0.05154,-1.3632,1.1431,-1.0179,0.79236,-0.45979,0.75784,0.99347,-0.36531,0.26281,-0.047351,0.88472,-0.20661,-0.63174,-0.13439,-0.85966,1.3882,0.26675,0.48035,0.18185,-0.40485,0.30707,0.88352,-0.62983,-0.098827,0.60678,0.9084,0.27097,0.92884,-1.0587,-1.6753,0.66826,-2.0667,-1.8447,0.96235,-0.37731,0.16967,0.64088,-0.031344,0.24356,-1.0783,-1.6903,0.79401,0.32061,-0.35921,0.33322,1.3969,0.86721,101.34
-0.1291,1.5065,0.53235,-0.76057,-1.6703,-0.71471,1.8734,-0.84289,0.33552,-0.88465,0.72184,0.10023,0.97969,0.78319,-0.81153,0.079653,0.56751,-0.087832,-0.46494,1.4513,-0.18326,-0.27222,0.15483,-2.0198,-1.9761,-0.21205,1.1246,0.16901,0.19229,-1.382,0.74835,0.46337,-0.086693,-0.93674,0.071787,0.58216,1.451,0.26033,-1.1733,-0.52926,-1.219,1.4559,-1.8308,-1.6707,-2.461,0.023164,-0.36038,-0.3455,0.94465,1.9607,-2.1338,-0.51078,-1.3681,-0.74868,-1.4541,-0.7016,0.9932,0.52115,-1.2602,1.1906,-1.0114,-0.17712,-1.6127,-0.29798,0.98449,1.8056,0.26011,-1.637,-0.090517,1.3662,-0.93956,0.34485,-0.87632,-0.16804,0.87396,-0.27515,0.078519,-0.31764,-1.7404,-1.2448,0.72013,-0.88107,-1.0536,-0.6932,1.3449,1.1936,-1.8346,-0.41405,0.16355,-0.0021625,0.40307,0.19899,1.5652,-0.35865,1.9682,1.1257,-0.14373,-0.56357,0.27558,1.1568,-0.3854,1.0497,0.36084,0.51435,-0.65378,0.21732,2.1045,1.4901,-1.0159,0.31792,2.0735,-1.6739,0.87932,-0.10184,0.51891,0.46769,1.5145,-0.35988,-1.989,-2.3287,0.45383,0.44688,-0.010228,-0.096561,0.2875,1.0334,0.74994,1.0248,0.64601,0.55724,0.21801,0.59011,-0.37634,-0.21921,-1.9267,0.37464,-1.6201,1.3595,1.512,1.2483,0.0057289,2.5564,0.048755,-1.6395,0.22941,-0.30807,-0.90262,1.1786,1.4305,-0.77565,0.13524,-0.02875,0.13405,0.71218,0.61193,0.70015,1.1061,1.3856,0.2413,-1.117,1.472,1.7117,-0.1855,1.0139,0.39992,-0.65097,1.0183,1.0557,0.034062,-2.1331,-2.0749,2.3933,0.33103,-1.5828,0.58402,-0.3637,1.2776,-0.41399,-1.2447,1.4529,-3.0638,0.66439,0.153,-0.88815,0.37914,0.92626,-0.88746,-0.50174,1.665,1.5209,0.064241,-0.66104,0.94924,1.8856,-1.782,0.76805,1.9053,1.0189,-0.854,-0.17766,171.26
1.274,-1.7533,-0.80571,0.2073,-0.23566,-0.1649,-0.18391,-0.41068,0.22572,-0.48637,-0.62663,2.4007,-0.66742,1.5087,-0.53281,-0.89997,0.46504,0.72603,2.2093,-0.52514,0.092529,1.0448,-0.5123,-1.5771,1.3293,0.80553,-0.77916,-0.85076,-1.5462,-1.0812,0.26891,-0.92133,1.8664,1.0125,0.76196,0.15557,-0.61811,0.58323,0.75846,-0.27429,-1.2655,1.0219,-0.80811,0.9245,0.58377,0.77402,0.65135,0.75373,-0.48463,-1.8299,-0.47463,-0.85879,0.89042,-0.081427,-2.9368,-1.0701,0.26552,0.82516,0.74367,1.4181,0.28092,-0.93558,1.061,2.0208,0.63766,0.47859,0.34097,-0.99876,0.36222,0.38369,0.25884,-0.18684,-2.1239,-0.39677,-0.58367,1.8052,-1.3706,-1.0036,-0.96482,-0.41841,-1.0714,0.16871,0.63489,-0.12773,0.017875,-0.075438,-0.43114,-0.91503,-0.65156,-0.16923,-0.27773,-1.6733,-0.61399,0.47708,0.50211,1.5452,0.29603,0.35065,-0.89659,-0.19053,-1.6988,-0.32481,-1.6684,-0.53362,0.97491,1.947,1.0427,1.3161,-0.28558,-0.7127,0.33037,-1.3193,-0.17752,-1.3283,-0.43764,0.58245,-0.07524,1.1217,-1.3862,0.71328,0.47053,-0.00010468,-0.26306,0.83689,-0.18504,-1.8167,0.73718,-0.1193,1.6542,-1.7465,-0.46367,-0.82137,0.68176,1.7644,0.014194,-1.9551,0.50342,0.33141,-1.0307,-0.94355,0.42928,1.3948,-0.072334,-0.84839,0.75993,0.94753,-0.3292,0.98165,-0.65925,0.29293,-1.8575,-0.39402,-0.41818,0.57992,0.23863,0.080724,0.98233,0.17369,0.13929,0.38338,0.91004,0.73064,2.2987,-0.72368,-0.67995,1.0727,2.1513,0.6786,0.33163,-0.030256,-0.388,-1.7154,-0.78745,-0.2396,0.19079,-0.66885,0.4227,0.95777,3.1027,-1.0634,-0.038278,-1.2663,-1.3369,-0.43323,0.46242,-0.87046,-0.00054531,0.10291,-1.5252,1.9897,-0.7078,0.36413,-2.0249,0.74176,-0.69524,-1.1817,0.45892,-0.18079,-1.3526,-1.2121,-139.4
-0.046044,-1.6155,0.59594,-0.32188,-1.7511,1.5486,-1.287,-1.2391,-0.88015,-1.4975,-0.78267,1.2243,-1.6104,0.83327,-1.6123,0.085373,0.14867,0.5487,-0.46802,0.20178,-0.02577,-0.91275,0.1291,1.3353,0.11547,0.52543,-0.092703,-0.10713,2.3346,0.16794,0.50563,-1.9928,-1.9813,-0.75305,2.2707,1.4996,-1.3734,-0.89625,1.3362,0.78098,1.3375,0.92323,-0.16861,-0.876,-0.64594,-0.53145,0.61144,0.096522,-1.9289,1.2859,0.0065318,0.84862,1.1245,0.51223,-0.30815,1.2639,0.64773,-0.0091301,0.94448,-0.098363,0.060679,0.2259,1.0818,0.28087,-2.7295,-1.2566,0.55471,-0.14811,-0.94089,-0.85326,0.24954,0.69251,0.33288,-0.090814,-0.97754,0.54142,0.17831,0.45355,-0.11305,-0.6755,-0.45139,0.93475,0.24646,2.2026,-0.11333,-0.095922,1.1665,-2.2457,0.81057,1.045,-1.025,-2.2094,0.68656,0.04862,-0.62184,0.20392,-1.9999,-0.32772,-1.0797,1.188,0.021612,0.16574,-1.0928,-0.16297,1.2924,1.5068,-1.577,0.27975,1.5062,1.1397,-2.1595,-1.5813,0.30493,-0.79568,-1.609,0.13928,-1.2403,-1.4445,-1.2767,2.4189,-0.89721,0.25438,0.82842,0.1026,-0.53973,-0.42685,0.79674,0.083029,1.6407,-0.61699,-0.15526,2.1594,-0.094499,-1.2314,1.8977,0.70879,-0.1065,-0.36088,-1.2961,0.77404,-1.6073,0.72334,0.55837,1.1958,0.41018,0.40895,0.86849,-0.397,-1.0536,-2.099,0.030814,-0.53324,-0.5323,1.0242,-1.4012,-0.0070367,0.84952,0.34614,-0.57449,-0.84622,-0.27114,-1.4342,1.0724,-1.1618,0.19594,-1.3329,0.43902,-1.0132,0.74988,-0.061757,0.57617,0.40896,-0.65075,1.1194,-0.39259,-1.2228,1.015,-0.62668,-0.13812,0.97786,-1.3025,-1.3043,1.0566,-0.19451,0.37429,0.16237,0.80253,-0.50138,-0.3107,-1.0905,-0.10322,-0.38734,-0.1423,-0.27622,-0.080184,0.48171,-0.62256,1.7534,-1.548,0.98065,-144.4
-1.207,-0.50304,1.3883,0.35257,0.48539,-1.3614,-0.12219,-0.55075,0.93103,-1.2686,-0.33609,-0.00097431,1.2086,-0.88966,-0.51696,0.88611,0.8176,0.61507,2.0523,-1.1795,0.4626,0.15306,0.2481,0.22552,-1.3136,0.26584,0.22336,2.113,-0.33719,1.3554,0.19785,0.1267,0.46543,-0.19887,-1.7259,-0.42389,-0.44921,0.071338,0.24973,0.049788,0.66346,-0.62478,-0.67229,0.28868,-0.12586,-0.97472,0.87537,-0.58825,-0.45386,0.80299,-1.1648,-0.33472,1.5606,1.6276,0.96872,1.6821,-1.1475,0.43224,-0.6307,1.6698,-0.48808,-0.27761,0.43432,0.6229,1.2106,0.31292,-0.40876,-0.54845,1.1316,-1.8459,0.48125,-1.0923,0.31907,-0.88431,1.118,-0.14423,-1.0787,0.71999,-1.6112,-0.04004,1.3602,0.74467,1.8074,-0.74514,-1.7205,-0.84372,-0.63284,-2.3475,1.0644,-0.25093,-1.6656,0.32881,-0.36877,-0.20997,0.67547,0.91951,-0.26944,-2.426,1.0762,1.5584,-0.38651,1.2294,2.0242,-0.11768,-0.18055,-0.60241,-0.15739,-1.3055,0.44736,-2.2164,1.2163,-0.59943,-1.0484,-0.083817,-1.3586,0.54739,-0.42243,-0.63549,0.12176,0.093759,-0.87999,0.017942,0.22413,0.83694,-2.5233,-0.24914,1.7469,-0.035715,0.36983,1.5208,-0.94839,-0.0030882,-0.65228,-1.5045,0.32876,-0.70867,-0.69288,-0.29567,-0.077488,0.095034,0.50769,-0.41684,-0.27139,-0.76787,0.97587,-1.4653,-1.8855,-0.97976,-0.055266,0.48394,0.020668,0.68374,-0.36497,-1.8468,0.096965,1.3788,1.7728,0.014854,-0.036296,1.7206,0.56969,0.54861,-0.56526,0.20277,-0.12919,-0.40499,-0.048993,0.069737,0.18441,0.025144,-0.61603,0.32469,-0.6473,-0.36154,1.0446,-0.83611,0.55618,-0.22879,0.60834,-0.43028,-1.2521,-0.73921,0.21974,0.45724,0.28188,0.30847,-0.99236,-0.7326,0.40033,0.83379,0.85894,-0.11871,-0.38724,-1.1857,0.52786,0.16606,-0.63003,-1.1246,-0.26862,0.97839,-425.34
-0.046436,0.8121,0.69855,0.44806,-0.48226,-0.61102,-0.043365,-0.48183,-0.62587,-2.6585,2.5844,-0.41572,-1.0795,-1.7021,0.0045265,0.8403,-0.018608,-2.1957,1.0564,0.95941,-0.057398,0.11951,-0.079727,1.327,-2.4127,-0.44967,-1.3451,1.3885,-0.67656,-0.38682,-0.085306,0.40607,-0.42695,0.58166,-1.0742,0.34681,-0.87591,1.2516,0.71842,0.070606,0.46529,-0.26049,2.3168,-2.9087,0.78558,1.3466,2.0248,1.3205,0.98497,-0.82294,-1.0412,-0.5816,-1.2563,-0.56982,-0.81145,-1.7084,1.6353,0.82837,0.52057,1.334,-0.32156,1.024,-0.097306,-0.12101,0.40037,0.63848,0.12489,-0.53528,-0.34941,-0.65065,1.6431,0.87166,-1.7643,0.62899,-0.40262,0.41451,0.72922,-0.050877,-0.01413,-0.61633,0.15449,1.0059,0.39846,0.44425,0.36159,-0.3077,0.31944,-0.25658,-0.38372,1.3413,0.19988,-0.077277,1.3578,-1.0124,0.54066,0.78485,0.82131,-1.2795,0.68781,-0.1853,0.28274,2.4315,0.81066,0.572,0.57224,0.31075,0.36502,-0.78997,0.89933,-1.3736,-0.43845,0.69009,1.077,0.4629,-0.92476,-0.42843,1.3323,0.92893,-2.7282,0.23299,0.47724,0.41615,-0.36135,1.4072,1.713,0.70291,1.0032,-3.9687,1.0569,-0.78984,-0.81426,1.7739,0.38807,0.4436,-1.2648,1.6043,0.88779,1.2459,0.86122,1.642,-1.8955,-1.4715,0.82017,0.1841,-0.80019,-0.62294,-1.5672,2.3558,-0.90635,-0.5969,-1.5411,-0.7718,0.34675,-2.3639,-0.19835,0.36845,0.2513,-1.6055,-0.34482,-0.038867,0.90108,-0.94893,0.073527,0.20902,0.45513,-0.66406,1.0384,-0.61103,-0.13315,0.044534,-1.0929,-1.0713,-1.0928,0.26653,2.8467,-0.36427,0.84331,0.041399,-0.89562,-0.68403,-0.16791,-0.30432,-0.29965,-2.0819,-0.13652,-0.42639,0.18397,-0.32725,0.23068,-1.9196,-0.81535,-2.2142,1.2824,1.4599,-0.5182,1.3291,-0.14952,-0.009529,-0.47228,0.17737,194.51
0.51952,2.2501,-1.2236,-0.67237,1.1965,-1.5624,-0.1008,0.58595,2.4797,0.18135,1.8654,-1.1279,-0.16372,-0.031336,1.5468,0.44211,0.96015,0.41546,0.55207,0.57719,-0.82208,0.11764,-0.7483,-0.71111,-0.48308,0.59161,-0.33626,0.092032,-0.12152,-0.96468,-0.11672,1.4827,0.84715,-0.057831,2.8273,0.65275,0.41337,-0.38999,0.17768,0.47394,-0.74522,-1.2814,0.19176,0.45186,-0.5984,-1.0395,-0.28174,0.040265,0.78931,-1.1848,-1.9616,-0.20179,1.1152,1.495,-0.33014,-0.5309,-0.88221,-0.02267,-0.3675,-0.55513,0.40616,-1.4619,0.34085,-0.44941,-0.082486,-0.050758,-0.79299,0.35614,0.25387,1.4022,0.41362,-0.39132,2.2066,0.44151,0.56172,1.9735,-0.15669,-1.1018,-0.97149,-0.85985,1.6162,0.48084,1.6063,0.15824,-0.36221,0.80368,-0.046658,0.6103,1.4188,-0.24226,0.60174,0.86207,0.54359,0.044068,-0.025349,1.4802,-0.37752,0.33159,0.68545,-0.47731,0.58523,0.3993,0.16407,-0.536,-2.4153,-1.1518,0.038821,-0.44426,-0.20214,-0.88703,-0.62408,-1.3028,0.85453,-1.4792,-1.7321,-0.66374,-0.28374,-0.23821,-1.3691,0.66882,0.0016674,-1.0662,0.78286,-0.52223,0.013905,1.3008,-1.0576,2.321,-0.26691,0.11304,-0.81485,0.61104,0.23849,0.064787,-1.8865,1.178,-1.2543,-0.87997,-0.76273,-0.6678,0.46828,-0.56745,-0.79289,0.24594,-0.32667,-0.632,-0.5545,-0.66716,0.12176,1.8411,0.71059,1.4904,1.3252,-0.83497,0.42329,0.38333,0.086046,0.94321,0.37867,-0.038535,0.1447,0.40799,0.70001,0.5259,-0.3232,-0.93171,-1.7134,0.27447,-0.12692,-0.66467,1.3868,0.3295,-0.94553,-0.61476,0.36589,-1.3124,1.3058,0.34416,0.63388,0.28696,0.069284,1.73,-0.65416,-1.9901,-0.43096,-1.207,0.29952,0.56304,-1.4944,1.4314,0.0083913,0.12061,-0.75822,-1.3556,1.6832,1.4354,1.3527,-0.85737,2.161,-0.43227,153.93
