6,32,1
26,39,1
2,38,1
25,39,1
3,35,1
23,42,1
32,47,1
1,22,1
11,13,1
8,10,1
3,4,1
13,46,1
15,24,1
17,24,1
18,43,1
22,47,1
18,37,1
35,45,1
40,48,1
5,13,1
39,50,1
9,18,1
4,46,1
9,46,1
27,45,1
8,47,1
2,40,1
24,28,1
6,42,1
3,26,1
16,26,1
12,45,1
10,26,1
3,26,1
33,45,1
17,44,1
2,6,1
27,39,1
9,33,1
38,49,1
10,37,1
16,38,1
1,11,1
5,46,1
8,42,1
16,46,1
7,49,1
3,49,1
17,41,1
27,40,1
6,27,1
11,34,1
19,33,1
17,50,1
21,45,1
8,49,1
9,24,1
5,22,1
9,28,1
11,13,1
7,13,1
2,25,1
10,41,1
15,41,1
3,35,1
22,26,1
4,40,1
23,35,1
13,50,1
22,26,1
26,30,1
16,33,1
19,30,1
22,35,1
29,40,1
16,22,1
34,50,1
31,42,1
13,39,1
31,42,1
23,46,1
8,10,1
2,10,1
33,48,1
27,41,1
22,44,1
22,45,1
6,44,1
38,44,1
9,11,1
14,25,1
2,28,1
20,31,1
8,45,1
1,27,1
9,11,1
17,21,1
4,45,1
6,23,1
19,39,1
29,6,-1
27,2,-1
38,27,-1
37,37,-1
38,6,-1
28,4,-1
17,19,-1
17,8,-1
20,11,-1
30,1,-1
50,8,-1
39,31,-1
37,7,-1
41,25,-1
43,6,-1
4,4,-1
40,42,-1
33,17,-1
46,1,-1
17,7,-1
33,31,-1
40,43,-1
24,5,-1
45,6,-1
29,2,-1
45,17,-1
32,8,-1
50,27,-1
41,33,-1
48,41,-1
29,21,-1
12,8,-1
40,10,-1
44,18,-1
38,38,-1
35,21,-1
42,28,-1
50,6,-1
20,13,-1
20,1,-1
41,2,-1
20,1,-1
43,26,-1
48,27,-1
38,15,-1
44,38,-1
44,5,-1
37,42,-1
43,29,-1
21,4,-1
20,6,-1
43,24,-1
33,30,-1
33,15,-1
39,27,-1
14,7,-1
44,6,-1
50,17,-1
49,39,-1
24,9,-1
29,26,-1
27,1,-1
48,48,-1
43,16,-1
50,26,-1
42,40,-1
41,18,-1
44,29,-1
37,37,-1
38,23,-1
41,23,-1
37,35,-1
32,9,-1
50,38,-1
49,32,-1
42,26,-1
21,22,-1
39,35,-1
38,34,-1
23,4,-1
7,5,-1
41,43,-1
42,5,-1
40,31,-1
23,26,-1
32,9,-1
48,44,-1
42,12,-1
35,4,-1
38,3,-1
42,22,-1
32,2,-1
50,20,-1
26,2,-1
32,22,-1
47,17,-1
24,27,-1
18,18,-1
19,7,-1
39,15,-1
