69,16,54,1
59,18,79,1
89,1,81,1
84,14,20,1
92,48,73,1
25,32,100,1
95,21,67,1
81,46,67,1
51,49,97,1
2,2,83,1
2,24,66,1
6,16,79,1
28,24,77,1
30,37,72,1
31,16,49,1
63,38,50,1
73,12,58,1
93,20,55,1
24,1,59,1
95,11,94,1
68,16,63,1
97,28,72,1
82,39,42,1
74,22,18,1
66,13,66,1
22,8,55,1
38,38,82,1
18,24,42,1
7,17,61,1
22,39,80,1
35,12,32,1
22,18,33,1
51,12,37,1
68,42,55,1
89,28,54,1
34,13,26,1
84,14,12,1
60,2,2,1
89,38,77,1
53,14,95,1
72,51,80,1
75,28,75,1
77,13,34,1
64,55,79,1
39,5,94,1
94,14,16,1
16,26,49,1
77,31,42,1
75,57,83,1
100,8,5,1
1,25,65,1
70,21,36,1
23,37,81,1
88,15,23,1
98,5,29,1
36,20,33,1
50,35,52,1
97,15,22,1
50,22,29,1
69,28,88,1
24,26,96,1
60,36,97,1
29,30,46,1
71,55,88,1
17,13,58,1
90,27,74,1
97,6,55,1
34,15,92,1
100,3,68,1
71,19,16,1
100,2,96,1
74,43,45,1
38,48,88,1
27,46,96,1
94,44,60,1
96,23,22,1
33,32,60,1
88,5,49,1
69,50,97,1
93,48,76,1
73,32,85,1
69,16,38,1
94,35,22,1
46,17,45,1
4,29,75,1
3,6,14,1
88,26,5,1
34,30,81,1
1,12,67,1
98,34,18,1
19,11,71,1
43,6,98,1
23,2,57,1
84,19,86,1
92,18,35,1
63,16,29,1
77,19,96,1
24,15,67,1
73,16,50,1
92,20,51,1
97,100,99,-1
21,53,17,-1
75,67,36,-1
32,57,56,-1
4,60,96,-1
94,79,19,-1
77,70,20,-1
12,77,12,-1
21,73,56,-1
70,83,9,-1
18,98,6,-1
6,29,27,-1
90,95,52,-1
92,43,12,-1
67,82,31,-1
35,99,90,-1
34,99,41,-1
98,82,10,-1
100,67,45,-1
30,79,7,-1
37,100,49,-1
29,30,27,-1
56,64,57,-1
60,39,10,-1
44,61,5,-1
87,89,31,-1
98,39,6,-1
9,94,89,-1
30,38,22,-1
3,85,4,-1
38,86,28,-1
86,84,15,-1
79,86,81,-1
78,53,33,-1
29,60,40,-1
16,87,35,-1
22,31,42,-1
42,72,50,-1
97,84,95,-1
55,73,78,-1
14,73,37,-1
78,67,75,-1
24,53,60,-1
87,90,71,-1
31,87,17,-1
97,77,32,-1
64,69,53,-1
18,49,63,-1
59,57,53,-1
31,42,46,-1
5,62,73,-1
5,52,61,-1
19,84,28,-1
44,91,96,-1
45,87,51,-1
66,87,45,-1
31,55,36,-1
21,67,34,-1
11,19,4,-1
10,93,92,-1
95,96,10,-1
60,69,89,-1
97,98,30,-1
27,31,36,-1
29,87,82,-1
16,100,77,-1
72,92,55,-1
25,71,5,-1
7,28,20,-1
22,41,33,-1
69,66,66,-1
91,98,8,-1
42,43,33,-1
50,79,58,-1
55,96,6,-1
55,85,76,-1
37,54,18,-1
6,78,64,-1
54,69,19,-1
75,44,10,-1
24,67,10,-1
31,62,50,-1
47,64,39,-1
22,93,33,-1
44,35,18,-1
92,53,8,-1
38,41,35,-1
25,97,22,-1
33,79,6,-1
26,50,46,-1
23,70,83,-1
21,76,32,-1
15,27,27,-1
70,99,59,-1
86,76,75,-1
48,49,53,-1
40,93,63,-1
67,99,40,-1
60,80,90,-1
62,94,98,-1
